"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,     "Min DT"     ,     "Max DT"     ,     "Min CFL"    ,     "Max CFL"    ,     "Avg CFL"    
        2705,      0.1829248027,     -0.5345801884,       1.809762164,       1.660586362,       4.486916558,      -10.39875047,   2.420277575e-09,   1.778169779e-06,                 1,                 1,                 1
        2706,      0.1829235317,      -0.539223463,       1.827766243,       1.664412158,       4.476366019,      -10.39839833,   2.420301395e-09,   1.778169779e-06,                 1,                 1,                 1
        2707,      0.1829309034,     -0.5385692917,       1.824352006,       1.663352102,       4.475547952,      -10.39800763,   2.420325427e-09,   1.778169779e-06,                 1,                 1,                 1
        2708,      0.1829352029,     -0.5393119634,       1.817854072,       1.662093266,       4.478612977,      -10.37216033,   2.420349705e-09,   1.778169779e-06,                 1,                 1,                 1
        2709,      0.1829339364,      -0.539583981,       1.816587548,       1.662984034,       4.480191105,      -10.38335736,   2.420374269e-09,   1.778169779e-06,                 1,                 1,                 1
        2710,      0.1829327611,     -0.5392140446,       1.822363261,        1.66318433,       4.476116996,      -10.38196217,   2.420399164e-09,   1.778169779e-06,                 1,                 1,                 1
        2711,      0.1829314665,     -0.5385734132,       1.815786127,       1.662040968,        4.48133661,      -10.38336574,    2.42042443e-09,   1.778169779e-06,                 1,                 1,                 1
        2712,      0.1829303046,     -0.5383381391,       1.820234726,       1.662668391,       4.476934113,      -10.38168362,   2.420450102e-09,   1.778169779e-06,                 1,                 1,                 1
        2713,      0.1829290433,     -0.5341213073,       1.829648694,       1.664446352,       4.476806061,      -10.37827576,   2.420476206e-09,   1.778169779e-06,                 1,                 1,                 1
        2714,      0.1829276896,     -0.5278289836,       1.833983603,        1.66523396,       4.477955142,      -10.37706584,   2.420502759e-09,   1.778169779e-06,                 1,                 1,                 1
        2715,       0.182926432,         -0.535211,       1.833738324,        1.66556281,       4.473493788,      -10.37592993,   2.420529768e-09,   1.778169779e-06,                 1,                 1,                 1
        2716,      0.1829262256,     -0.5359715643,       1.821619524,       1.663181797,       4.478285476,       -10.3756886,   2.420557235e-09,   1.778169779e-06,                 1,                 1,                 1
        2717,      0.1829249479,     -0.5388451376,       1.821480023,       1.662765288,        4.47760138,      -10.37597565,   2.420585155e-09,   1.778169779e-06,                 1,                 1,                 1
        2718,       0.182923662,     -0.5366095441,       1.821442502,       1.663002815,       4.476095298,       -10.3772985,   2.420613518e-09,   1.778169779e-06,                 1,                 1,                 1
        2719,      0.1829223134,     -0.5382410182,       1.832491521,       1.665706696,       4.472550244,      -10.37922854,   2.420642314e-09,   1.778169779e-06,                 1,                 1,                 1
        2720,      0.1829210274,     -0.5379682552,       1.826455421,       1.664165223,       4.473829342,      -10.38150099,   2.419775104e-09,   1.778169779e-06,                 1,                 1,                 1
        2721,      0.1829358957,      -0.538241759,       1.822796527,       1.663258372,       4.476576707,      -10.38372732,   2.418440663e-09,   1.778169779e-06,                 1,                 1,                 1
        2722,      0.1829352047,     -0.5400468521,       1.820593563,       1.662963034,       4.476825807,      -10.38563266,    2.42073118e-09,   1.778169779e-06,                 1,                 1,                 1
        2723,      0.1829341428,     -0.5409760129,       1.818386693,       1.662981323,       4.478243393,      -10.38698954,   2.420761589e-09,   1.778169779e-06,                 1,                 1,                 1
        2724,      0.1829329866,     -0.5398821045,       1.823746884,       1.663876652,       4.475905199,      -10.38780027,   2.420792376e-09,   1.778169779e-06,                 1,                 1,                 1
        2725,      0.1829317234,     -0.5366958344,       1.826878395,       1.663602265,       4.473545556,      -10.38855112,   2.420823528e-09,   1.778169779e-06,                 1,                 1,                 1
        2726,       0.182930603,     -0.5275380393,       1.829887062,        1.66415166,       4.482450694,      -10.38813639,   2.420855036e-09,   1.778169779e-06,                 1,                 1,                 1
        2727,      0.1829294718,     -0.5380958152,       1.819617658,       1.662855121,       4.478848839,      -10.38860579,   2.420886888e-09,   1.778169779e-06,                 1,                 1,                 1
        2728,      0.1829281808,     -0.5341487627,       1.824732104,       1.663289084,       4.475745869,      -10.38776499,   2.420919076e-09,   1.778169779e-06,                 1,                 1,                 1
        2729,      0.1829268097,     -0.5388136726,       1.830203727,       1.664878806,        4.47260285,      -10.38679206,   2.420951586e-09,   1.778169779e-06,                 1,                 1,                 1
        2730,      0.1829256024,     -0.5341981428,       1.826279857,       1.663699099,       4.475701593,      -10.38579537,   2.420984407e-09,   1.778169779e-06,                 1,                 1,                 1
        2731,      0.1829243165,     -0.5345814521,       1.831287868,       1.665423395,       4.473856293,      -10.38489804,   2.421017547e-09,   1.778169779e-06,                 1,                 1,                 1
        2732,      0.1829230052,     -0.5329440966,       1.827291066,        1.66399086,       4.476028622,      -10.38410378,   2.421051052e-09,   1.778169779e-06,                 1,                 1,                 1
        2733,      0.1829216654,     -0.5400516177,       1.830249597,       1.664478343,       4.470063508,      -10.38360371,   2.421085004e-09,   1.778169779e-06,                 1,                 1,                 1
        2734,      0.1829205731,     -0.5403703795,       1.822454364,       1.663149223,       4.474007391,      -10.38314289,   2.421119508e-09,   1.778169779e-06,                 1,                 1,                 1
        2735,      0.1829193863,     -0.5438812381,       1.816872778,        1.66280305,       4.478559406,      -10.38296974,   2.421154665e-09,   1.778169779e-06,                 1,                 1,                 1
        2736,      0.1829181689,     -0.5361078693,       1.826714367,       1.664567636,       4.476150989,      -10.38281778,   2.421190566e-09,   1.778169779e-06,                 1,                 1,                 1
        2737,      0.1829171023,     -0.5370346741,       1.828407398,       1.664354033,       4.474907502,      -10.38276444,   2.421227278e-09,   1.778169779e-06,                 1,                 1,                 1
        2738,      0.1829159098,     -0.5353766233,       1.827522044,       1.664080718,       4.474200861,      -10.38277135,   2.421264842e-09,   1.778169779e-06,                 1,                 1,                 1
